id_left,id_right,record_left,record_right,label
40,10095,"COL Name VAL 王鹏 COL Affiliation VAL 中国科学院计算技术研究所装备智能系统研究中心 COL Research Interests VAL 异构数据融合分析|目标态势数据挖掘|时空航运网络计算 COL Papers VAL Peng Wang, Qinyou Hu, Yongjun Xu, Qiang Mei, Fei Wang: Evaluation methods of port dominance: A critical review, Ocean and Coastal Management, 2021, 215: 105954 (SCI中科院一区，IF:4.8) COL Projects VAL 国家重点研发计划（2018YFC1407400），通航环境安全保障信息资源体系及云服务平台技术研究与开发（2018-2022），子课题负责人","COL Name VAL 王鹏 COL Affiliation VAL 华北电力大学电气与电子工程学院电力系统研究所 COL Papers VAL R. Huang, S. Zhang, P. Wang. Key Areas and Pathways for Carbon Emissions Reduction in Beijing for the ""Dual Carbon"" Targets[[J]. Energy Policy,2022, 164(5):112873.|P. Wang, Y. Cao, and Z. Ding. “Stochastic Programming on Cost Optimization in Geographically Distributed Internet Data Centers”. CSEE JPES [2021-11-23], Early Access. COL Projects VAL 国家重点研发计划子课题，能源与水政策对国民经济的影响分析|世界银行，京津冀区域绿色电力市场化交易机制",0
59,2913,"COL Name VAL 王飞 COL Affiliation VAL 中国科学院计算技术研究所装备智能系统研究中心 COL Research Interests VAL 时空数据挖掘分析|态势计算系统 COL Papers VAL Chengqing Yu, Fei Wang, Yilun Wang, Zezhi Shao, Tao Sun, Di Yao, Yongjun Xu. MGSFformer: A Multi-Granularity Spatiotemporal Fusion Transformer for Air Quality Prediction. Information Fusion 2024, Accepted. (SCI, JCR Q1, 通讯作者，影响因子：14.6) COL Projects VAL 国家自然科学基金面上项目，具有尺度适应性的多元时间序列深度预测技术与应用（2024-2028），项目负责人","COL Name VAL 王飞 COL Affiliation VAL 江苏师范大学电气工程及自动化学院 COL Papers VAL 王飞，白春艳，王柏华，张彩荣.基于多元反馈的电气工程专业实践教学质量评价体系的构建[[J].高师理科学刊,2019,39(4):71-75 COL Projects VAL",0
59,5391,"COL Name VAL 王飞 COL Affiliation VAL 中国科学院计算技术研究所装备智能系统研究中心 COL Research Interests VAL 时空数据挖掘分析|态势计算系统 COL Papers VAL Chengqing Yu, Fei Wang, Yilun Wang, Zezhi Shao, Tao Sun, Di Yao, Yongjun Xu. MGSFformer: A Multi-Granularity Spatiotemporal Fusion Transformer for Air Quality Prediction. Information Fusion 2024, Accepted. (SCI, JCR Q1, 通讯作者，影响因子：14.6) COL Projects VAL 国家自然科学基金面上项目，具有尺度适应性的多元时间序列深度预测技术与应用（2024-2028），项目负责人",COL Name VAL 王飞 COL Affiliation VAL 上海理工大学光电信息与计算机工程学院 COL Papers VAL Applied Physics Letters|Optical Materials COL Projects VAL 上海市“探索者计划”项目|国家自然科学基金重大研究计划（参与）,0
69,12515,"COL Name VAL 刘玲 COL Affiliation VAL 中国科学院 COL Research Interests VAL 通信与计算融合|无线资源管理|边缘缓存 COL Papers VAL L. Liu, Y. Zhou, J. Yuan, W. Zhuang and Y. Wang, ""Economically Optimal MS Association for Multimedia Content Delivery in Cache-Enabled Heterogeneous Cloud Radio Access Networks,"" IEEE Journal on Selected Areas in Communications, vol. 37, no. 7, pp. 1584-1593, Jul. 2019 COL Projects VAL 国家自然科学基金青年项目，基于内容推荐的缓存赋能移动网络基础理论与关键技术研究，项目负责人","COL Name VAL 刘玲 COL Affiliation VAL 北京师范大学 COL Papers VAL 『字彙』の明刊本鹿角山房刻本とその和刻本を比較してみる[[J].筑波日本語研究,2021|日本中世五山禪僧的《楓橋夜泊》詩注釋錄[[J].国际中国文学研究丛刊,2020 COL Projects VAL 日本五山僧的抄物《三体詩幻雲抄》中汉籍征引状况研究，教育部人文社会科学研究一般项目|日语语音教学系统研制，教育部人文社会科学研究一般项目",0
73,6459,"COL Name VAL 陆杰 COL Affiliation VAL 中国科学院 COL Research Interests VAL 分布式系统|软件工程|程序分析 COL Papers VAL Jie Lu, Feng li, Chen Liu, Lian Li, Xiaobing Feng and Jingling Xue: CloudRaid: Detecting Distributed Concurrency Bugs via Log Mining and Enhancement in 2020 Transactions on Software Engineering(TSE20, CCF-A) COL Projects VAL 国家自然科学基金青年项目，基于动静态分析的数据密集型分布式系统权限缺陷检测方法研究，项目负责人",COL Name VAL 陆杰 COL Affiliation VAL 广西民族大学法学院 COL Papers VAL 《帮助信息网络犯罪活动罪的设立定位与认定：实证、理论与规则》，《刑法论丛》，2023年第3卷 |《物债二分体系下非法获取区块链虚拟财产行为的入罪研究》，《辽宁大学学报（哲学社会科学版）》，2024年第2期 COL Projects VAL 2019年广西壮族自治区人民检察院理论研究课题,0
83,3263,"COL Name VAL 刘成 COL Affiliation VAL 中国科学院计算技术研究所处理器芯片重点实验室 COL Research Interests VAL 专用硬件加速|AI4EDA|容错计算 COL Papers VAL An Energy-Efficient In-Memory Accelerator for Graph Construction and Updating. Chen, M.; Liu, C.（通信）; Liang, S.; He, L.; Wang, Y.; Zhang, L.; Li, H.; and Li, X. IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems (TCAD). 2024 COL Projects VAL 中科院先导B课题，处理器芯片跨层协同设计的软硬件平台，2024-2028，负责人",COL Name VAL 刘成 COL Affiliation VAL 西南科技大学国防科技学院 COL Papers VAL  COL Projects VAL,0
86,2317,"COL Name VAL 李伟 COL Affiliation VAL 中国科学院计算技术研究所分布式系统研究中心 COL Research Interests VAL 信息物理融合系统|云计算|大数据处理 COL Papers VAL Liang Li, Hong Liu, Hao Wang, Taoying Liu, Wei Li, A Parallel Algorithm for Game Tree Search Using GPGPU, IEEE Transactions on Parallel and Distributed Systems, Minor Revision, 2014 COL Projects VAL 非集中控制并发系统中的空间一致性研究，中国科学院专项资金，2008.1-2009.12","COL Name VAL 李伟 COL Affiliation VAL 中国石油大学（华东）机电工程学院；教师教学发展中心、教学质量评估中心 COL Papers VAL Li W, Wang Z, et al. Differential Electromagnetic Acoustic Probes for Quantitative Detection of Pipeline Cracks. IEEE Sensors Journal, 1 May 2023. 23(9), 9820 - 9831.|Zhao J, Li W*, Yin X, et al. Novel Phase Reversal Feature for Inspection of Cracks Using Multi - Frequency Alternating Current Field Measurement Technique. Mechanical Systems and Signal Processing, 1 Mar 2023. 186, 109857. COL Projects VAL 基于交流电磁场的水下结构缺陷高精度智能定量识别方法与应用，国家自然基金面上项目，2016 - 2019|陆上终端设施检测、检验评价技术研究与仪器装备研制，国家重点研发技术子课题，2016 - 2020",0
86,2827,"COL Name VAL 李伟 COL Affiliation VAL 中国科学院计算技术研究所分布式系统研究中心 COL Research Interests VAL 信息物理融合系统|云计算|大数据处理 COL Papers VAL Liang Li, Hong Liu, Hao Wang, Taoying Liu, Wei Li, A Parallel Algorithm for Game Tree Search Using GPGPU, IEEE Transactions on Parallel and Distributed Systems, Minor Revision, 2014 COL Projects VAL 非集中控制并发系统中的空间一致性研究，中国科学院专项资金，2008.1-2009.12",COL Name VAL 李伟 COL Affiliation VAL 地理信息学院 COL Papers VAL  COL Projects VAL 国家科技支撑计划项目|国家基金项目,0
86,3692,"COL Name VAL 李伟 COL Affiliation VAL 中国科学院计算技术研究所分布式系统研究中心 COL Research Interests VAL 信息物理融合系统|云计算|大数据处理 COL Papers VAL Liang Li, Hong Liu, Hao Wang, Taoying Liu, Wei Li, A Parallel Algorithm for Game Tree Search Using GPGPU, IEEE Transactions on Parallel and Distributed Systems, Minor Revision, 2014 COL Projects VAL 非集中控制并发系统中的空间一致性研究，中国科学院专项资金，2008.1-2009.12","COL Name VAL 李伟 COL Affiliation VAL 南开大学材料科学与工程学院光电磁材料研究中心 COL Papers VAL Z.-Y Li, R. Feng, S.-S. Huang, W. Li*, X.-H. Bu, J. Am. Chem. Soc., 2025, 147, 7107|T.-Y. Yang, S.-N. Li, H.-S. Chen, Z.-Y. Li, Z.-G. Li, R. Feng, F.-F. Gao, Y. Zhang, Y.-M. Liu, Y. Zhang*, W.-W. Liu, W. Li*, X.-H. Bu, Natl. Sci. Rev., 2025, 12, nwae372 COL Projects VAL",0
86,9224,"COL Name VAL 李伟 COL Affiliation VAL 中国科学院计算技术研究所分布式系统研究中心 COL Research Interests VAL 信息物理融合系统|云计算|大数据处理 COL Papers VAL Liang Li, Hong Liu, Hao Wang, Taoying Liu, Wei Li, A Parallel Algorithm for Game Tree Search Using GPGPU, IEEE Transactions on Parallel and Distributed Systems, Minor Revision, 2014 COL Projects VAL 非集中控制并发系统中的空间一致性研究，中国科学院专项资金，2008.1-2009.12","COL Name VAL Li Wei COL Affiliation VAL 华中师范大学公共管理学院 COL Papers VAL 魏来，李伟，“创新突围赛”：基层政府社会治理创新的组织逻辑，华中师范大学学报（人文社会科学版），2024年第4期|Li Wei,Wang Yingying, Producer services agglomeration and green growth: evidence from China,Economic Change and Restructuring,2024,Vol.57 COL Projects VAL 国家社科基金优秀博士论文出版项目：管理任务、管理资源与基层政府行为——基于Y区三个街道办事处的案例比较研究（23FYB056）|中国博士后科学基金面上项目：规模负荷视域下加强城市基层政府治理能力建设研究（2022M711281）",0
86,10605,"COL Name VAL 李伟 COL Affiliation VAL 中国科学院计算技术研究所分布式系统研究中心 COL Research Interests VAL 信息物理融合系统|云计算|大数据处理 COL Papers VAL Liang Li, Hong Liu, Hao Wang, Taoying Liu, Wei Li, A Parallel Algorithm for Game Tree Search Using GPGPU, IEEE Transactions on Parallel and Distributed Systems, Minor Revision, 2014 COL Projects VAL 非集中控制并发系统中的空间一致性研究，中国科学院专项资金，2008.1-2009.12",COL Name VAL 李伟 COL Affiliation VAL 华北电力大学经济与管理学院 COL Papers VAL 未提及具体论文|未提及具体论文 COL Projects VAL 省部级科研项目|横向科研项目,0
118,4336,"COL Name VAL Nan W. COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 电磁场与微波技术 COL Papers VAL Nan Wang, Naiming Ou, Pei Wang, Robert Wang. 2018. Ultra-wide Band Bowtie Slot Waveguide Antenna Array for SAR Application, IET Microwaves, Antennas & Propagation. (SCI) COL Projects VAL 反射面体制多角度SAR卫星项目 负责人 国家任务 2019.08—2020.12","COL Name VAL Nan Wang COL Affiliation VAL 武汉大学信息管理学院 COL Papers VAL Sun, Y., Wang, N.*, and Peng, Z.Working for One Penny: Understanding Why People Would Like to Participate in Online Tasks with Low Payment, Computers in Human Behavior,2011|Sun, Y., Wang, N.*, Guo, X., Peng, Z.Understanding the Acceptance of Mobile Health Services: A Comparison and Integration of Alternative Models, Journal of Electronic Commerce Research,2013 COL Projects VAL",0
118,4960,"COL Name VAL Nan W. COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 电磁场与微波技术 COL Papers VAL Nan Wang, Naiming Ou, Pei Wang, Robert Wang. 2018. Ultra-wide Band Bowtie Slot Waveguide Antenna Array for SAR Application, IET Microwaves, Antennas & Propagation. (SCI) COL Projects VAL 反射面体制多角度SAR卫星项目 负责人 国家任务 2019.08—2020.12",COL Name VAL 王楠 COL Affiliation VAL  COL Papers VAL  COL Projects VAL 球磨机械化学处置溴代阻燃剂电子垃圾固废，深圳市知识创新计划基础研究项目（No. YCYJ20150616144425374），2015.10 - 2017.10,0
118,8300,"COL Name VAL Nan W. COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 电磁场与微波技术 COL Papers VAL Nan Wang, Naiming Ou, Pei Wang, Robert Wang. 2018. Ultra-wide Band Bowtie Slot Waveguide Antenna Array for SAR Application, IET Microwaves, Antennas & Propagation. (SCI) COL Projects VAL 反射面体制多角度SAR卫星项目 负责人 国家任务 2019.08—2020.12",COL Name VAL 王楠 COL Affiliation VAL 北京师范大学外国语言文学学院 COL Papers VAL 性别与伦理间的安提戈涅：黑格尔之后|Self-exile in Translating Butlerian Diaspora: Translator’s Notes COL Projects VAL 教育部人文社科规划项目,0
118,10881,"COL Name VAL Nan W. COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 电磁场与微波技术 COL Papers VAL Nan Wang, Naiming Ou, Pei Wang, Robert Wang. 2018. Ultra-wide Band Bowtie Slot Waveguide Antenna Array for SAR Application, IET Microwaves, Antennas & Propagation. (SCI) COL Projects VAL 反射面体制多角度SAR卫星项目 负责人 国家任务 2019.08—2020.12","COL Name VAL 王楠 COL Affiliation VAL 北京工商大学 COL Papers VAL Nan Wang*, Mingdi Xiao, Ivan Savin, Complementarity Effect in the Innovation Strategy: Internal R&D and Acquisition of Capital with Embodied Technology, The Journal of Technology Transfer, 2021, 46(03): 459–482 (SSCI)|Nan Wang*，Victor Tiberius, Xiangxiang Chen, Alexander Brem, Fei Yu, Idea Selection and Adoption by Users-a Process Model in an Online Innovation Community, Technology Analysis and Strategy Management, 2021, 33(9): 1036-1051 (SSCI) COL Projects VAL 企业网络创新社区中用户在线参与创新行为影响因素及用户间互动作用机制研究，国家自然基金项目，71602006，2017.1－2019.12|科创中心建设背景下领先用户创新机制研究，北京市哲学社科重点项目，21DTR052，2021.08-2024.07",0
125,8172,"COL Name VAL 肖青 COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 定量遥感|遥感实验|遥感真实性检验 COL Papers VAL Xiaodan Wu, Qing Xiao, Jianguang Wen, Dongqin You, Andreas Hueni, Advances in quantitative remote sensing product validation: Overview and current status, Earth-Science Reviews, DOI: 10.1016/j.earscirev.2019.102875 (SCI) COL Projects VAL 科技部国家重点研发专项“空天地一体化遥感数据综合检验与质量追溯技术” 负责人 国家任务 2023.12—2026.12",COL Name VAL 肖青 COL Affiliation VAL 云南师范大学传媒学院 COL Papers VAL  COL Projects VAL 国家民委项目 |省社科规划项目,0
125,8321,"COL Name VAL 肖青 COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 定量遥感|遥感实验|遥感真实性检验 COL Papers VAL Xiaodan Wu, Qing Xiao, Jianguang Wen, Dongqin You, Andreas Hueni, Advances in quantitative remote sensing product validation: Overview and current status, Earth-Science Reviews, DOI: 10.1016/j.earscirev.2019.102875 (SCI) COL Projects VAL 科技部国家重点研发专项“空天地一体化遥感数据综合检验与质量追溯技术” 负责人 国家任务 2023.12—2026.12",COL Name VAL Qing Xiao COL Affiliation VAL 云南师范大学传媒学院 COL Papers VAL  COL Projects VAL 国家民委项目 |省社科规划项目,0
127,3015,"COL Name VAL 王磊 COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 基于深度学习的遥感数据处理技术 COL Papers VAL Zhang, Yidan, Wang, Lei, Zhiyuan Yan, Sun, Xian . Bridging the Gap between Cumbersome and Light Detectors via Layer-calibration and Task-disentangle Distillation in Remote Sensing Imagery . Ieee Transactions on Geoscience and Remote Sensing[[J] , 2023 COL Projects VAL 遥感数据管理与应用系统 负责人 国家任务 2010.01—2013.12",COL Name VAL 王磊 COL Affiliation VAL 苏州科技大学机械工程学院 COL Papers VAL SCI&EI检索论文30余篇|相关领域核心期刊论文 COL Projects VAL 辽宁省自然科学基金|国家重点实验室开放基金,0
127,6068,"COL Name VAL 王磊 COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 基于深度学习的遥感数据处理技术 COL Papers VAL Zhang, Yidan, Wang, Lei, Zhiyuan Yan, Sun, Xian . Bridging the Gap between Cumbersome and Light Detectors via Layer-calibration and Task-disentangle Distillation in Remote Sensing Imagery . Ieee Transactions on Geoscience and Remote Sensing[[J] , 2023 COL Projects VAL 遥感数据管理与应用系统 负责人 国家任务 2010.01—2013.12",COL Name VAL 王磊 COL Affiliation VAL 贵州师范大学传媒学院 COL Papers VAL  COL Projects VAL 参与云南省教育厅科学研究基金项目,0
127,7844,"COL Name VAL 王磊 COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 基于深度学习的遥感数据处理技术 COL Papers VAL Zhang, Yidan, Wang, Lei, Zhiyuan Yan, Sun, Xian . Bridging the Gap between Cumbersome and Light Detectors via Layer-calibration and Task-disentangle Distillation in Remote Sensing Imagery . Ieee Transactions on Geoscience and Remote Sensing[[J] , 2023 COL Projects VAL 遥感数据管理与应用系统 负责人 国家任务 2010.01—2013.12","COL Name VAL 王磊 COL Affiliation VAL 南开大学 COL Papers VAL Peter F. Dunfield*, Anton Yuryev, Pavel Senin, Angela V. Smirnova, Matthew B. Stott, et al., Werner Liesack, Lu Feng, Lei Wang*, Maqsudul Alam*. Methane oxidation by an extremely acidophilic bacterium of the phylum Verrucomicrobia. Nature. 2007|Dalong Hu, Bin Liu, Lu Feng, Peng Ding, Xi Guo, Min Wang, Boyang Cao, Peter R. Reeves*, Lei Wang*. Origins of the current seventh cholera pandemic. Proceedings of the National Academy of Sciences of the United States of America. 2016 COL Projects VAL 863项目|国家自然科学基金重点项目",0
127,9147,"COL Name VAL 王磊 COL Affiliation VAL 中国科学院空天信息创新研究院 COL Research Interests VAL 基于深度学习的遥感数据处理技术 COL Papers VAL Zhang, Yidan, Wang, Lei, Zhiyuan Yan, Sun, Xian . Bridging the Gap between Cumbersome and Light Detectors via Layer-calibration and Task-disentangle Distillation in Remote Sensing Imagery . Ieee Transactions on Geoscience and Remote Sensing[[J] , 2023 COL Projects VAL 遥感数据管理与应用系统 负责人 国家任务 2010.01—2013.12","COL Name VAL 王磊 COL Affiliation VAL 武汉大学经济与管理学院 COL Papers VAL 王磊，李峰波，王雪利，地方官员异地交流能降低城市碳排放吗——基于市长和市委书记异地交流的微观数据，《山西财经大学学报》，2022年第1期|Li, X. &Wang, L.*, Does administrative division adjustment promote low-carbon city development? Empirical evidence from the “Revoke County to Urban District” in China,Environmental Science and Pollution Research,2022 COL Projects VAL 湖北省发展和改革委员会项目《促进中部地区崛起“十三五”规划实施方案评估》，2021年|台湾民主自治同盟中央委员会项目《双循环背景下长江中游地区消费中心城市建设问题研究》，2021年",0
